65344;6.35;2.38
30010A;30.4;270.8
71843;49.88;262.87
30011A;27.8;276.6
42410;26.1;91.58
30012A;28.2;275.4
30013A;28.8;274.1
30014A;29.6;272.6
22543;64.62;40.51
68040;-21.42;25.6
68240;-24.22;25.92
27038;59.32;39.93
76903;14.88;267.7
71561;44.23;280.22
65257;6.47;7.56
40650;33.23;44.23
71124;54.75;249.95
25428;65.22;160.5
